time,r_x,r_y,r_z,v_x,v_y,v_z,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega
8.9154698065e+03,-3.4890822701e+02,-7.8132631510e+03,-1.2517600845e+03,7.9451802501e+00,-1.6398559681e-01,-1.5345152228e-01,7.9483537825e+00,7.9205884458e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.1820886209e+00,-7.7780457385e-02,-5.7837051583e-02,-2.0631730658e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
8.9242846903e+03,-2.7886224306e+02,-7.8144652060e+03,-1.2530737257e+03,7.9473994127e+00,-1.0874118768e-01,-1.4459687201e-01,7.9494584927e+00,7.9192060440e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.1909340895e+00,-7.0970913968e-02,-5.2770445062e-02,-1.8829084738e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
8.9330995740e+03,-2.0879887607e+02,-7.8151801318e+03,-1.2543092543e+03,7.9491241491e+00,-5.3462380959e-02,-1.3572877929e-01,7.9504625818e+00,7.9179498084e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.1997825060e+00,-6.4160236000e-02,-4.7703838540e-02,-1.7025142889e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
8.9409898014e+03,-1.4607378377e+02,-7.8154066751e+03,-1.2553488339e+03,7.9502480715e+00,-3.9579568488e-03,-1.2778031369e-01,7.9512758644e+00,7.9169324705e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.2077050190e+00,-5.8063105152e-02,-4.3168704681e-02,-1.5409431321e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
8.9488800289e+03,-8.3341389718e+01,-7.8152425419e+03,-1.2563256613e+03,7.9509749186e+00,4.5564802506e-02,-1.1982254733e-01,7.9520082841e+00,7.9160164189e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.2156294669e+00,-5.1965229767e-02,-3.8633570822e-02,-1.3792869093e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
8.9557302619e+03,-2.8874130307e+01,-7.8147831145e+03,-1.2571227895e+03,7.9512836781e+00,8.8571551404e-02,-1.1290667589e-01,7.9525785106e+00,7.9153033138e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.2225108224e+00,-4.6670559202e-02,-3.4696203495e-02,-1.2388761628e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
8.9625804949e+03,2.5594217635e+01,-7.8140290529e+03,-1.2578725216e+03,7.9512926993e+00,1.3158596248e-01,-1.0598477789e-01,7.9530876537e+00,7.9146666629e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.2293933514e+00,-4.1375437180e-02,-3.0758836169e-02,-1.0984138261e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
8.9694307279e+03,8.0061600308e+01,-7.8129803145e+03,-1.2585748177e+03,7.9510018367e+00,1.7460516834e-01,-9.9057312438e-02,7.9535356618e+00,7.9141065084e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.2362769213e+00,-3.6079914795e-02,-2.6821468843e-02,-9.5790573454e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
8.9762809609e+03,1.3452596305e+02,-7.8116368763e+03,-1.2592296413e+03,7.9504109824e+00,2.1762629898e-01,-9.2124739667e-02,7.9539224892e+00,7.9136228879e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.2431613990e+00,-3.0784043189e-02,-2.2884101517e-02,-8.1735773050e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
8.9831311939e+03,1.8898525058e+02,-7.8099987350e+03,-1.2598369589e+03,7.9495200660e+00,2.6064648234e-01,-8.5187520628e-02,7.9542480966e+00,7.9132158336e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.2500466517e+00,-2.5487873551e-02,-1.8946734191e-02,-6.7677566224e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
8.9904423337e+03,2.4710082534e+02,-7.8079252796e+03,-1.2604326969e+03,7.9482381438e+00,3.0655692280e-01,-7.7778937333e-02,7.9545280376e+00,7.9128658887e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.2573958720e+00,-1.9835088728e-02,-1.4744447497e-02,-5.2670378087e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
8.9981539709e+03,3.0838835679e+02,-7.8053745305e+03,-1.2610023542e+03,7.9465155701e+00,3.5497372212e-01,-6.9959974196e-02,7.9547476671e+00,7.9125913503e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.2651482892e+00,-1.3872413744e-02,-1.0311963472e-02,-3.6838413733e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.0062135720e+03,3.7242548877e+02,-7.8023097146e+03,-1.2615332585e+03,7.9443089115e+00,4.0556140260e-01,-6.1783922952e-02,7.9548941782e+00,7.9124082169e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.2732509805e+00,-7.6405106035e-03,-5.6794772591e-03,-2.0290013852e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.0145823100e+03,4.3889821476e+02,-7.7986959480e+03,-1.2620147745e+03,7.9415782441e+00,4.5806959509e-01,-5.3290435479e-02,7.9549564820e+00,7.9123303409e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.2816647405e+00,-1.1694670640e-03,-8.6930575050e-04,-3.1056511037e-04,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.0229510480e+03,5.0534621626e+02,-7.7946428566e+03,-1.2624251973e+03,7.9384001830e+00,5.1055239481e-01,-4.4793879420e-02,7.9549272595e+00,7.9123668671e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.8932372897e-03,5.3015933836e-03,3.9408657575e-03,1.4078904934e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.0318465757e+03,5.7594564398e+02,-7.7898532206e+03,-1.2627834838e+03,7.9345319181e+00,5.6630514888e-01,-3.5760071895e-02,7.9547958531e+00,7.9125311190e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,1.5836443592e-02,1.2179903578e-02,9.0538246913e-03,3.2344197484e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.0407421034e+03,6.4650841662e+02,-7.7845678116e+03,-1.2630614023e+03,7.9301590341e+00,6.2201702553e-01,-2.6724772459e-02,7.9545610627e+00,7.9128246064e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,2.4779132543e-02,1.9058014819e-02,1.4166783625e-02,5.0607215788e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.0500891550e+03,7.2060844367e+02,-7.7784803939e+03,-1.2632668277e+03,7.9250211633e+00,6.8050584833e-01,-1.7230362352e-02,7.9542030106e+00,7.9132721959e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.4174861933e-02,2.6284911497e-02,1.9539268857e-02,6.9793381368e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.0594362066e+03,7.9465784923e+02,-7.7718465497e+03,-1.2633835105e+03,7.9193276419e+00,7.3893536734e-01,-7.7366094603e-03,7.9537309253e+00,7.9138623810e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,4.3569359212e-02,3.3511334309e-02,2.4911754088e-02,8.8974130594e-03,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.0691817448e+03,8.7180464379e+02,-7.7643486591e+03,-1.2634106823e+03,7.9128007384e+00,7.9978490825e-01,2.1599103029e-03,7.9531173819e+00,7.9146294916e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,5.3362688479e-02,4.1045191185e-02,3.0513280830e-02,1.0896522654e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.0789272829e+03,9.4888489685e+02,-7.7562581427e+03,-1.2633414224e+03,7.9056720697e+00,8.6055393932e-01,1.2053097773e-02,7.9523800987e+00,7.9155514320e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,6.3153927981e-02,4.8578244206e-02,3.6114807572e-02,1.2894713573e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.0890321849e+03,1.0287309330e+03,-7.7472443646e+03,-1.2631678191e+03,7.8976465540e+00,9.2347008374e-01,2.2306149590e-02,7.9514851224e+00,7.9166707344e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,7.3303601405e-02,5.6388070295e-02,4.1922889008e-02,1.4965437526e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.0991370870e+03,1.1084926181e+03,-7.7375953447e+03,-1.2628906414e+03,7.8889772744e+00,9.8628186527e-01,3.2552702253e-02,7.9504574731e+00,7.9179561994e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,8.3450192222e-02,6.4196710313e-02,4.7730970443e-02,1.7034806311e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.1092419890e+03,1.1881634562e+03,-7.7273121832e+03,-1.2625099623e+03,7.8796661146e+00,1.0489802787e+00,4.2791276483e-02,7.9492973775e+00,7.9194076407e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,9.3593276382e-02,7.2004000880e-02,5.3539051878e-02,1.9102633482e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.1198286055e+03,1.2715278087e+03,-7.7158599004e+03,-1.2620002118e+03,7.8692248117e+00,1.1145362444e+00,5.3507772545e-02,7.9479401897e+00,7.9211060784e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,1.0421567297e-01,8.0181850500e-02,5.9624012455e-02,2.1267180574e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.1304152220e+03,1.3547779169e+03,-7.7037143576e+03,-1.2613770723e+03,7.8580837902e+00,1.1799476965e+00,6.4212203085e-02,7.9464382353e+00,7.9229861938e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,1.1483327170e-01,8.8357853046e-02,6.5708973031e-02,2.3429618326e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.1410018384e+03,1.4379063877e+03,-7.6908771388e+03,-1.2606406804e+03,7.8462458146e+00,1.2452044544e+00,7.4902885623e-02,7.9447918763e+00,7.9250476888e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,1.2544558957e-01,9.6531822092e-02,7.1793933608e-02,2.5589734334e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.1520249488e+03,1.5243251104e+03,-7.6767774139e+03,-1.2597537402e+03,7.8331822966e+00,1.3129765116e+00,8.6017938991e-02,7.9429246061e+00,7.9273865802e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,1.3648933081e-01,1.0504044864e-01,7.8129781524e-02,2.7836218267e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.1630480591e+03,1.6105957019e+03,-7.6619316670e+03,-1.2587443783e+03,7.8193699591e+00,1.3805585668e+00,9.7114391923e-02,7.9409016943e+00,7.9299213612e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,1.4752628453e-01,1.1354646006e-01,8.4465629440e-02,3.0079717887e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.1740711695e+03,1.6967099287e+03,-7.6463420545e+03,-1.2576128101e+03,7.8048126074e+00,1.4479393860e+00,1.0819037576e-01,7.9387236669e+00,7.9326515981e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,1.5855591275e-01,1.2204964818e-01,9.0801477356e-02,3.2319996547e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.1854989638e+03,1.7858117759e+03,-7.6293972181e+03,-1.2563109332e+03,7.7889385896e+00,1.5175695608e+00,1.1964939105e-01,7.9363025208e+00,7.9356879205e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,1.6998215858e-01,1.3086180592e-01,9.7369928984e-02,3.4638868982e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.1969267582e+03,1.8747276902e+03,-7.6116580251e+03,-1.2548782520e+03,7.7722729332e+00,1.5869591999e+00,1.3108235861e-01,7.9337159411e+00,7.9389332552e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,1.8139936327e-01,1.3967047661e-01,1.0393838061e-01,3.6953765817e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.2083545526e+03,1.9634486531e+03,-7.5931272939e+03,-1.2533150757e+03,7.7548206392e+00,1.6560961450e+00,1.4248724189e-01,7.9309646451e+00,7.9423870085e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,1.9280693784e-01,1.4847543156e-01,1.1050683224e-01,3.9264427883e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.2197823469e+03,2.0519657048e+03,-7.5738079811e+03,-1.2516217369e+03,7.7365869592e+00,1.7249683726e+00,1.5386202205e-01,7.9280493935e+00,7.9460485501e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,2.0420429730e-01,1.5727644335e-01,1.1707528387e-01,4.1570597746e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.2317136966e+03,2.1441559587e+03,-7.5527992618e+03,-1.2497152756e+03,7.7167219922e+00,1.7965800567e+00,1.6570373412e-01,7.9248316028e+00,7.9500924356e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,2.1609234205e-01,1.6646081126e-01,1.2393316830e-01,4.3973316654e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.2436450462e+03,2.2361041835e+03,-7.5309379837e+03,-1.2476677467e+03,7.6960177903e+00,1.8678768775e+00,1.7750819854e-01,7.9214369289e+00,7.9543612968e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,2.2796796290e-01,1.7564037873e-01,1.3079105273e-01,4.6370571467e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.2555763959e+03,2.3278004064e+03,-7.5082279822e+03,-1.2454796078e+03,7.6744811701e+00,1.9388456662e+00,1.8927318714e-01,7.9178663848e+00,7.9588542905e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,2.3983050970e-01,1.8481489183e-01,1.3764893716e-01,4.8762075924e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.2675077455e+03,2.4192347375e+03,-7.4846732488e+03,-1.2431513433e+03,7.6521192224e+00,2.0094734439e+00,2.0099649792e-01,7.9141210319e+00,7.9635705321e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,2.5167933816e-01,1.9398409849e-01,1.4450682159e-01,5.1147546284e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.2799195897e+03,2.5140628081e+03,-7.4592779435e+03,-1.2405811609e+03,7.6279887868e+00,2.0825698836e+00,2.1314535747e-01,7.9100405305e+00,7.9687126224e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,2.6399009338e-01,2.0351666342e-01,1.5164088396e-01,5.3622377552e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.2923314338e+03,2.6085859264e+03,-7.4329778259e+03,-1.2378604957e+03,7.6029817579e+00,2.1552693076e+00,2.2524434656e-01,7.9057733597e+00,7.9740942120e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,2.7628460135e-01,2.1304293591e-01,1.5877494633e-01,5.6090061435e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.3047432779e+03,2.7027932670e+03,-7.4057779102e+03,-1.2349899816e+03,7.5771070152e+00,2.2275578071e+00,2.3729108495e-01,7.9013208746e+00,7.9797141650e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,2.8856215869e-01,2.2256263910e-01,1.6590900870e-01,5.8550287961e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
9.3171551220e+03,2.7966741167e+03,-7.3776833819e+03,-1.2319702817e+03,7.5503737267e+00,2.2994217276e+00,2.4928322865e-01,7.8966844829e+00,7.9855712992e+03,-1.8715901577e+01,1.0644365658e+04,5.7477859844e-04,1.0931487923e+04,6.2942240498e+04,9.9368650000e+02,-9.9990000000e+03,6.2135000000e+04,2.5666510085e-01,1.4626863910e-02,-2.5295631138e-01,-4.0940607945e-02,9.9431470580e+03,1.3376402843e+04,7.9123284726e+03,1.0287783681e+04,3.0082207002e-01,2.3207549869e-01,1.7304307107e-01,6.1002750615e-02,1.6032845983e-01,9.9053355166e-02,4.6716239940e+00
