time,ICRF_X,ICRF_Y,ICRF_Z,Vx,Vy,Vz,v,r,E,a,n,T,h,h_x,h_y,h_z,e,e_x,e_y,e_z,p,ra,rp,b,f,E_anom,M,gamma,i,laan,omega,V_infinity,b_impact_parameter,beta,b_impact_parameter_x,b_impact_parameter_y,r_soi,within_target_soi
1.6639759185e+07,-4.5091912392e+07,2.3413129264e+08,8.1104860283e+06,-2.1421464992e+01,6.0279320026e-03,-7.6139218589e-01,2.1434992811e+01,2.3857183979e+08,-3.2652430363e+02,2.0321072876e+08,1.2575524871e-07,4.9963602886e+07,5.0226441650e+09,-1.7831462615e+08,-2.0807112227e+08,5.0151634779e+09,2.5404373741e-01,1.8804170380e-01,-1.7081679452e-01,-4.0107486708e-04,1.9009586994e+08,2.5483514178e+08,1.5158631575e+08,1.9654393978e+08,1.4311407274e+02,1.3323315166e+02,1.2262831815e+02,1.0833570464e+01,3.1274911263e+00,4.0596206609e+01,3.5834177885e+02,3.2640938642e+00,2.4168852160e+06,1.5691331572e+00,1.1287112608e+06,-2.1371347728e+06,5.1460864012e+05,0.0000000000e+00
1.6640923730e+07,-4.5116858355e+07,2.3413129811e+08,8.1095992949e+06,-2.1420956111e+01,3.3633406809e-03,-7.6149169648e-01,2.1434487203e+01,2.3857653125e+08,-3.2652420283e+02,2.0321079149e+08,1.2575519047e-07,4.9963626022e+07,5.0226452782e+09,-1.7831631474e+08,-2.0807148359e+08,5.0151645177e+09,2.5404348968e-01,1.8804169206e-01,-1.7081643915e-01,-4.0100945101e-04,1.9009595420e+08,2.5483517011e+08,1.5158641288e+08,1.9654401368e+08,1.4311990244e+02,1.3324023906e+02,1.2263664928e+02,1.0832329273e+01,3.1275061202e+00,4.0596425536e+01,3.5834205571e+02,3.2640920492e+00,2.4168822579e+06,1.5691331533e+00,1.1287118431e+06,-2.1371311199e+06,5.1460879899e+05,0.0000000000e+00
1.6641835697e+07,-4.5136393367e+07,2.3413130023e+08,8.1089048045e+06,-2.1420557430e+01,1.2767756125e-03,-7.6156961220e-01,2.1434091316e+01,2.3858020473e+08,-3.2652412378e+02,2.0321084069e+08,1.2575514480e-07,4.9963644167e+07,5.0226461516e+09,-1.7831763677e+08,-2.0807176665e+08,5.0151653337e+09,2.5404329514e-01,1.8804168257e-01,-1.7081616039e-01,-4.0095823019e-04,1.9009602031e+08,2.5483519227e+08,1.5158648912e+08,1.9654407165e+08,1.4312446754e+02,1.3324578917e+02,1.2264317346e+02,1.0831357162e+01,3.1275178596e+00,4.0596596911e+01,3.5834227249e+02,3.2640906266e+00,2.4168799600e+06,1.5691331503e+00,1.1287121777e+06,-2.1371283445e+06,5.1460892358e+05,0.0000000000e+00
1.6642723962e+07,-4.5155420326e+07,2.3413130046e+08,8.1082282951e+06,-2.1420168966e+01,-7.5547465212e-04,-7.6164549280e-01,2.1433705768e+01,2.3858378236e+08,-3.2652404668e+02,2.0321088868e+08,1.2575510026e-07,4.9963661863e+07,5.0226470036e+09,-1.7831892415e+08,-2.0807204246e+08,5.0151661298e+09,2.5404310520e-01,1.8804167308e-01,-1.7081588848e-01,-4.0090834685e-04,1.9009608481e+08,2.5483521385e+08,1.5158656351e+08,1.9654412819e+08,1.4312891383e+02,1.3325119492e+02,1.2264952808e+02,1.0830410213e+01,3.1275292919e+00,4.0596763772e+01,3.5834248360e+02,3.2640892523e+00,2.4168777416e+06,1.5691331474e+00,1.1287125170e+06,-2.1371256565e+06,5.1460904509e+05,0.0000000000e+00
1.6643691073e+07,-4.5176135810e+07,2.3413129866e+08,8.1074916592e+06,-2.1419745857e+01,-2.9680195473e-03,-7.6172809748e-01,2.1433286054e+01,2.3858767713e+08,-3.2652396263e+02,2.0321094099e+08,1.2575505171e-07,4.9963681155e+07,5.0226479328e+09,-1.7832032549e+08,-2.0807234286e+08,5.0151669981e+09,2.5404289789e-01,1.8804166246e-01,-1.7081559199e-01,-4.0085404294e-04,1.9009615514e+08,2.5483523732e+08,1.5158664465e+08,1.9654418985e+08,1.4313375460e+02,1.3325708041e+02,1.2265644676e+02,1.0829379093e+01,3.1275417365e+00,4.0596945378e+01,3.5834271341e+02,3.2640877735e+00,2.4168753478e+06,1.5691331442e+00,1.1287129486e+06,-2.1371227214e+06,5.1460917756e+05,0.0000000000e+00
1.6644940376e+07,-4.5202895222e+07,2.3413129316e+08,8.1065399633e+06,-2.1419199040e+01,-5.8260097326e-03,-7.6183478757e-01,2.1432743961e+01,2.3859270769e+08,-3.2652385388e+02,2.0321100867e+08,1.2575498888e-07,4.9963706116e+07,5.0226491356e+09,-1.7832213521e+08,-2.0807273108e+08,5.0151681222e+09,2.5404262932e-01,1.8804164830e-01,-1.7081520830e-01,-4.0078390549e-04,1.9009624619e+08,2.5483526761e+08,1.5158674972e+08,1.9654426965e+08,1.4314000758e+02,1.3326468304e+02,1.2266538422e+02,1.0828046925e+01,3.1275578085e+00,4.0597179868e+01,3.5834301023e+02,3.2640858968e+00,2.4168722919e+06,1.5691331402e+00,1.1287136661e+06,-2.1371188865e+06,5.1460934895e+05,0.0000000000e+00
1.6645887827e+07,-4.5223188665e+07,2.3413128662e+08,8.1058181239e+06,-2.1418784154e+01,-7.9933501917e-03,-7.6191568627e-01,2.1432332912e+01,2.3859652230e+08,-3.2652377128e+02,2.0321106007e+08,1.2575494116e-07,4.9963725075e+07,5.0226500495e+09,-1.7832350728e+08,-2.0807302561e+08,5.0151689764e+09,2.5404242505e-01,1.8804163724e-01,-1.7081491680e-01,-4.0073072354e-04,1.9009631537e+08,2.5483529057e+08,1.5158682958e+08,1.9654433027e+08,1.4314474952e+02,1.3327044863e+02,1.2267216225e+02,1.0827036498e+01,3.1275699943e+00,4.0597357620e+01,3.5834323528e+02,3.2640844749e+00,2.4168699945e+06,1.5691331372e+00,1.1287141179e+06,-2.1371160497e+06,5.1460947913e+05,0.0000000000e+00
1.6647709296e+07,-4.5262201592e+07,2.3413126826e+08,8.1044301765e+06,-2.1417986081e+01,-1.2159778085e-02,-7.6207118120e-01,2.1431542831e+01,2.3860385466e+08,-3.2652361217e+02,2.0321115909e+08,1.2575484925e-07,4.9963761595e+07,5.0226518108e+09,-1.7832614409e+08,-2.0807359215e+08,5.0151706231e+09,2.5404203091e-01,1.8804161517e-01,-1.7081435517e-01,-4.0062850472e-04,1.9009644869e+08,2.5483533465e+08,1.5158698353e+08,1.9654444708e+08,1.4315386537e+02,1.3328153262e+02,1.2268519295e+02,1.0825093632e+01,3.1275934140e+00,4.0597699150e+01,3.5834366783e+02,3.2640817654e+00,2.4168656377e+06,1.5691331314e+00,1.1287149651e+06,-2.1371106752e+06,5.1460972989e+05,0.0000000000e+00
1.6649197792e+07,-4.5294081689e+07,2.3413124763e+08,8.1032957421e+06,-2.1417333454e+01,-1.5564297322e-02,-7.6219821916e-01,2.1430897337e+01,2.3860984547e+08,-3.2652348184e+02,2.0321124020e+08,1.2575477396e-07,4.9963791507e+07,5.0226532543e+09,-1.7832829789e+08,-2.0807405539e+08,5.0151719730e+09,2.5404170744e-01,1.8804159636e-01,-1.7081389499e-01,-4.0054499572e-04,1.9009655796e+08,2.5483537063e+08,1.5158710977e+08,1.9654454279e+08,1.4316131430e+02,1.3329059011e+02,1.2269584158e+02,1.0823505614e+01,3.1276125449e+00,4.0597978048e+01,3.5834402119e+02,3.2640795867e+00,2.4168621370e+06,1.5691331268e+00,1.1287157564e+06,-2.1371062983e+06,5.1460993528e+05,0.0000000000e+00
1.6650686288e+07,-4.5325960815e+07,2.3413122193e+08,8.1021611187e+06,-2.1416680426e+01,-1.8968577546e-02,-7.6232522845e-01,2.1430251982e+01,2.3861583522e+08,-3.2652335125e+02,2.0321132147e+08,1.2575469852e-07,4.9963821481e+07,5.0226547016e+09,-1.7833045077e+08,-2.0807451887e+08,5.0151733267e+09,2.5404138273e-01,1.8804157685e-01,-1.7081343374e-01,-4.0046150915e-04,1.9009666751e+08,2.5483540657e+08,1.5158723638e+08,1.9654463873e+08,1.4316876277e+02,1.3329964733e+02,1.2270649020e+02,1.0821917310e+01,3.1276316688e+00,4.0598256765e+01,3.5834437445e+02,3.2640774366e+00,2.4168586878e+06,1.5691331222e+00,1.1287166140e+06,-2.1371019447e+06,5.1461014110e+05,0.0000000000e+00
1.6651653453e+07,-4.5346674075e+07,2.3413120251e+08,8.1014237845e+06,-2.1416255899e+01,-2.1180414544e-02,-7.6240773859e-01,2.1429832731e+01,2.3861972657e+08,-3.2652326626e+02,2.0321137437e+08,1.2575464942e-07,4.9963840990e+07,5.0226556440e+09,-1.7833184913e+08,-2.0807482015e+08,5.0151742083e+09,2.5404117108e-01,1.8804156379e-01,-1.7081313346e-01,-4.0040727543e-04,1.9009673885e+08,2.5483542989e+08,1.5158731885e+08,1.9654470119e+08,1.4317360225e+02,1.3330553220e+02,1.2271340925e+02,1.0820885142e+01,3.1276440909e+00,4.0598437765e+01,3.5834460392e+02,3.2640760509e+00,2.4168564741e+06,1.5691331193e+00,1.1287171715e+06,-2.1370991468e+06,5.1461027505e+05,0.0000000000e+00
1.6652863471e+07,-4.5372587816e+07,2.3413117521e+08,8.1005011947e+06,-2.1415724536e+01,-2.3947497468e-02,-7.6251094970e-01,2.1429308291e+01,2.3862459439e+08,-3.2652315976e+02,2.0321144065e+08,1.2575458789e-07,4.9963865434e+07,5.0226568253e+09,-1.7833359803e+08,-2.0807519721e+08,5.0151753135e+09,2.5404090555e-01,1.8804154704e-01,-1.7081275715e-01,-4.0033943809e-04,1.9009682827e+08,2.5483545905e+08,1.5158742225e+08,1.9654477946e+08,1.4317965665e+02,1.3331289460e+02,1.2272206565e+02,1.0819593628e+01,3.1276596278e+00,4.0598664101e+01,3.5834489094e+02,3.2640743451e+00,2.4168537391e+06,1.5691331156e+00,1.1287180076e+06,-2.1370956122e+06,5.1461044289e+05,0.0000000000e+00
1.6653773945e+07,-4.5392086099e+07,2.3413115246e+08,8.0998069128e+06,-2.1415324539e+01,-2.6029475640e-02,-7.6258859794e-01,2.1428913738e+01,2.3862825672e+08,-3.2652307951e+02,2.0321149059e+08,1.2575454153e-07,4.9963883853e+07,5.0226577157e+09,-1.7833491356e+08,-2.0807548103e+08,5.0151761467e+09,2.5404070521e-01,1.8804153413e-01,-1.7081247353e-01,-4.0028840496e-04,1.9009689567e+08,2.5483548097e+08,1.5158750021e+08,1.9654483846e+08,1.4318421207e+02,1.3331843429e+02,1.2272857913e+02,1.0818621708e+01,3.1276713151e+00,4.0598834325e+01,3.5834510686e+02,3.2640730586e+00,2.4168516998e+06,1.5691331129e+00,1.1287185238e+06,-2.1370930333e+06,5.1461056937e+05,0.0000000000e+00
1.6654854108e+07,-4.5415217870e+07,2.3413112301e+08,8.0989831435e+06,-2.1414849798e+01,-2.8499363020e-02,-7.6268070365e-01,2.1428445719e+01,2.3863260109e+08,-3.2652298418e+02,2.0321154992e+08,1.2575448646e-07,4.9963905735e+07,5.0226587740e+09,-1.7833647378e+08,-2.0807581786e+08,5.0151771370e+09,2.5404046693e-01,1.8804151847e-01,-1.7081213653e-01,-4.0022787304e-04,1.9009697577e+08,2.5483550695e+08,1.5158759289e+08,1.9654490856e+08,1.4318961628e+02,1.3332500631e+02,1.2273630656e+02,1.0817468511e+01,3.1276851768e+00,4.0599036180e+01,3.5834536296e+02,3.2640715567e+00,2.4168493080e+06,1.5691331098e+00,1.1287192590e+06,-2.1370899401e+06,5.1461071962e+05,0.0000000000e+00
1.6655736160e+07,-4.5434106728e+07,2.3413109698e+08,8.0983103857e+06,-2.1414461972e+01,-3.0516161971e-02,-7.6275590515e-01,2.1428063593e+01,2.3863614826e+08,-3.2652290623e+02,2.0321159843e+08,1.2575444143e-07,4.9963923627e+07,5.0226596396e+09,-1.7833774745e+08,-2.0807609299e+08,5.0151779472e+09,2.5404027187e-01,1.8804150541e-01,-1.7081186092e-01,-4.0017845336e-04,1.9009704129e+08,2.5483552815e+08,1.5158766872e+08,1.9654496590e+08,1.4319402915e+02,1.3333037286e+02,1.2274261671e+02,1.0816526707e+01,3.1276964931e+00,4.0599200937e+01,3.5834557204e+02,3.2640703300e+00,2.4168473734e+06,1.5691331072e+00,1.1287197745e+06,-2.1370874800e+06,5.1461084247e+05,0.0000000000e+00
1.6657166963e+07,-4.5464746150e+07,2.3413105098e+08,8.0972189451e+06,-2.1413832568e+01,-3.3787490205e-02,-7.6287786984e-01,2.1427443839e+01,2.3864190145e+08,-3.2652277959e+02,2.0321167725e+08,1.2575436827e-07,4.9963952695e+07,5.0226610464e+09,-1.7833981273e+08,-2.0807653945e+08,5.0151792642e+09,2.5403995454e-01,1.8804148370e-01,-1.7081141306e-01,-4.0009830851e-04,1.9009714779e+08,2.5483556250e+08,1.5158779200e+08,1.9654505906e+08,1.4320118705e+02,1.3333907791e+02,1.2275285260e+02,1.0814998767e+01,3.1277148436e+00,4.0599468046e+01,3.5834591110e+02,3.2640683699e+00,2.4168442758e+06,1.5691331030e+00,1.1287207188e+06,-2.1370834781e+06,5.1461104206e+05,0.0000000000e+00
1.6658321433e+07,-4.5489467469e+07,2.3413101045e+08,8.0963381693e+06,-2.1413324452e+01,-3.6426859983e-02,-7.6297625955e-01,2.1426943874e+01,2.3864654281e+08,-3.2652267722e+02,2.0321174095e+08,1.2575430913e-07,4.9963976189e+07,5.0226621841e+09,-1.7834147842e+08,-2.0807689983e+08,5.0151803294e+09,2.5403969767e-01,1.8804146571e-01,-1.7081105099e-01,-4.0003366093e-04,1.9009723390e+08,2.5483559019e+08,1.5158789172e+08,1.9654513439e+08,1.4320696223e+02,1.3334610155e+02,1.2276111161e+02,1.0813765728e+01,3.1277296443e+00,4.0599683433e+01,3.5834618459e+02,3.2640668053e+00,2.4168418100e+06,1.5691330998e+00,1.1287214801e+06,-2.1370802875e+06,5.1461120339e+05,0.0000000000e+00
1.6659475902e+07,-4.5514188202e+07,2.3413096687e+08,8.0954572798e+06,-2.1412816094e+01,-3.9066086037e-02,-7.6307463160e-01,2.1426443992e+01,2.3865118354e+08,-3.2652257471e+02,2.0321180476e+08,1.2575424991e-07,4.9963999720e+07,5.0226633239e+09,-1.7834314346e+08,-2.0807726033e+08,5.0151813968e+09,2.5403944005e-01,1.8804144729e-01,-1.7081068828e-01,-3.9996903061e-04,1.9009732019e+08,2.5483561785e+08,1.5158799166e+08,1.9654520985e+08,1.4321273715e+02,1.3335312504e+02,1.2276937062e+02,1.0812532519e+01,3.1277444400e+00,4.0599898698e+01,3.5834645799e+02,3.2640652626e+00,2.4168393773e+06,1.5691330965e+00,1.1287222993e+06,-2.1370771036e+06,5.1461136496e+05,0.0000000000e+00
1.6660823263e+07,-4.5543038602e+07,2.3413091216e+08,8.0944290652e+06,-2.1412222494e+01,-4.2146099747e-02,-7.6318941751e-01,2.1425860695e+01,2.3865659885e+08,-3.2652245486e+02,2.0321187934e+08,1.2575418067e-07,4.9964027228e+07,5.0226646570e+09,-1.7834508586e+08,-2.0807768121e+08,5.0151826453e+09,2.5403913847e-01,1.8804142525e-01,-1.7081026417e-01,-3.9989362413e-04,1.9009742110e+08,2.5483565010e+08,1.5158810859e+08,1.9654529808e+08,1.4321947662e+02,1.3336132183e+02,1.2277900957e+02,1.0811093044e+01,3.1277617011e+00,4.0600149773e+01,3.5834677698e+02,3.2640634987e+00,2.4168365805e+06,1.5691330928e+00,1.1287234030e+06,-2.1370733578e+06,5.1461155384e+05,0.0000000000e+00
1.6661818406e+07,-4.5564346603e+07,2.3413086909e+08,8.0936695406e+06,-2.1411783858e+01,-4.4420830455e-02,-7.6327418128e-01,2.1425429953e+01,2.3866059798e+08,-3.2652236621e+02,2.0321193451e+08,1.2575412946e-07,4.9964047576e+07,5.0226656436e+09,-1.7834651989e+08,-2.0807799217e+08,5.0151835694e+09,2.5403891507e-01,1.8804140861e-01,-1.7080995038e-01,-3.9983794588e-04,1.9009749577e+08,2.5483567389e+08,1.5158819514e+08,1.9654536337e+08,1.4322445407e+02,1.3336737573e+02,1.2278612877e+02,1.0810029718e+01,3.1277744452e+00,4.0600335104e+01,3.5834701250e+02,3.2640622032e+00,2.4168345395e+06,1.5691330901e+00,1.1287241510e+06,-2.1370706545e+06,5.1461169356e+05,0.0000000000e+00
1.6662767763e+07,-4.5584673831e+07,2.3413082588e+08,8.0929448825e+06,-2.1411365236e+01,-4.6590802838e-02,-7.6335503279e-01,2.1425019087e+01,2.3866441267e+08,-3.2652228153e+02,2.0321198722e+08,1.2575408054e-07,4.9964067012e+07,5.0226665862e+09,-1.7834788747e+08,-2.0807828890e+08,5.0151844526e+09,2.5403870145e-01,1.8804139244e-01,-1.7080965059e-01,-3.9978484230e-04,1.9009756713e+08,2.5483569657e+08,1.5158827787e+08,1.9654542574e+08,1.4322920233e+02,1.3337315099e+02,1.2279292043e+02,1.0809015196e+01,3.1277865992e+00,4.0600511820e+01,3.5834723713e+02,3.2640609779e+00,2.4168326129e+06,1.5691330875e+00,1.1287248550e+06,-2.1370681038e+06,5.1461182702e+05,0.0000000000e+00
1.6664171444e+07,-4.5614728118e+07,2.3413075823e+08,8.0918732918e+06,-2.1410745980e+01,-4.9799058117e-02,-7.6347455441e-01,2.1424411701e+01,2.3867005213e+08,-3.2652215613e+02,2.0321206526e+08,1.2575400810e-07,4.9964095794e+07,5.0226679827e+09,-1.7834990865e+08,-2.0807872778e+08,5.0151857611e+09,2.5403838468e-01,1.8804136800e-01,-1.7080920657e-01,-3.9970634923e-04,1.9009767284e+08,2.5483573006e+08,1.5158840045e+08,1.9654551813e+08,1.4323622258e+02,1.3338168986e+02,1.2280296230e+02,1.0807514952e+01,3.1278045627e+00,4.0600772945e+01,3.5834756914e+02,3.2640591911e+00,2.4168298055e+06,1.5691330837e+00,1.1287259306e+06,-2.1370643608e+06,5.1461202465e+05,0.0000000000e+00
1.6665784025e+07,-4.5649254112e+07,2.3413067496e+08,8.0906420164e+06,-2.1410034123e+01,-5.3484514412e-02,-7.6361183090e-01,2.1423714075e+01,2.3867652973e+08,-3.2652201179e+02,2.0321215509e+08,1.2575392471e-07,4.9964128924e+07,5.0226695911e+09,-1.7835222931e+08,-2.0807923216e+08,5.0151872683e+09,2.5403801944e-01,1.8804133914e-01,-1.7080869533e-01,-3.9961621050e-04,1.9009779458e+08,2.5483576849e+08,1.5158854168e+08,1.9654562451e+08,1.4324428712e+02,1.3339149922e+02,1.2281449863e+02,1.0805791124e+01,3.1278251891e+00,4.0601072693e+01,3.5834795040e+02,3.2640571833e+00,2.4168266379e+06,1.5691330795e+00,1.1287272937e+06,-2.1370600586e+06,5.1461225213e+05,0.0000000000e+00
1.6666973204e+07,-4.5674714156e+07,2.3413060974e+08,8.0897338853e+06,-2.1409508872e+01,-5.6202130305e-02,-7.6371304130e-01,2.1423199724e+01,2.3868130577e+08,-3.2652190516e+02,2.0321222145e+08,1.2575386311e-07,4.9964153399e+07,5.0226707798e+09,-1.7835393975e+08,-2.0807960425e+08,5.0151883826e+09,2.5403774918e-01,1.8804131733e-01,-1.7080831754e-01,-3.9954976413e-04,1.9009788457e+08,2.5483579679e+08,1.5158864611e+08,1.9654570312e+08,1.4325023389e+02,1.3339873282e+02,1.2282300597e+02,1.0804519694e+01,3.1278403925e+00,4.0601293574e+01,3.5834823143e+02,3.2640557292e+00,2.4168243401e+06,1.5691330764e+00,1.1287283492e+06,-2.1370569025e+06,5.1461242019e+05,0.0000000000e+00
1.6668162382e+07,-4.5700173575e+07,2.3413054129e+08,8.0888256339e+06,-2.1408983364e+01,-5.8919593741e-02,-7.6381423253e-01,2.1422685462e+01,2.3868608114e+08,-3.2652179837e+02,2.0321228791e+08,1.2575380142e-07,4.9964177912e+07,5.0226719709e+09,-1.7835564939e+08,-2.0807997644e+08,5.0151894992e+09,2.5403747814e-01,1.8804129507e-01,-1.7080793911e-01,-3.9948333986e-04,1.9009797472e+08,2.5483582506e+08,1.5158875076e+08,1.9654578187e+08,1.4325618039e+02,1.3340596626e+02,1.2283151332e+02,1.0803248083e+01,3.1278555896e+00,4.0601514311e+01,3.5834851237e+02,3.2640542788e+00,2.4168220740e+06,1.5691330734e+00,1.1287292779e+06,-2.1370538492e+06,5.1461258850e+05,0.0000000000e+00
1.6669351561e+07,-4.5725632369e+07,2.3413046961e+08,8.0879172621e+06,-2.1408457601e+01,-6.1636904724e-02,-7.6391540455e-01,2.1422171288e+01,2.3869085584e+08,-3.2652169141e+02,2.0321235448e+08,1.2575373963e-07,4.9964202461e+07,5.0226731642e+09,-1.7835735822e+08,-2.0808034873e+08,5.0151906181e+09,2.5403720633e-01,1.8804127236e-01,-1.7080756002e-01,-3.9941693821e-04,1.9009806506e+08,2.5483585330e+08,1.5158885565e+08,1.9654586076e+08,1.4326212660e+02,1.3341319953e+02,1.2284002067e+02,1.0801976289e+01,3.1278707801e+00,4.0601734904e+01,3.5834879320e+02,3.2640528538e+00,2.4168198414e+06,1.5691330704e+00,1.1287302825e+06,-2.1370507938e+06,5.1461275707e+05,0.0000000000e+00
1.6670540740e+07,-4.5751090537e+07,2.3413039469e+08,8.0870087701e+06,-2.1407931581e+01,-6.4354063257e-02,-7.6401655728e-01,2.1421657203e+01,2.3869562986e+08,-3.2652158430e+02,2.0321242114e+08,1.2575367775e-07,4.9964227047e+07,5.0226743599e+09,-1.7835906624e+08,-2.0808072113e+08,5.0151917393e+09,2.5403693376e-01,1.8804124919e-01,-1.7080718028e-01,-3.9935055969e-04,1.9009815556e+08,2.5483588151e+08,1.5158896077e+08,1.9654593979e+08,1.4326807254e+02,1.3342043264e+02,1.2284852802e+02,1.0800704314e+01,3.1278859641e+00,4.0601955351e+01,3.5834907392e+02,3.2640514537e+00,2.4168176431e+06,1.5691330675e+00,1.1287313641e+06,-2.1370477364e+06,5.1461292589e+05,0.0000000000e+00
1.6671519812e+07,-4.5772050233e+07,2.3413033059e+08,8.0862607021e+06,-2.1407498308e+01,-6.6591033986e-02,-7.6409982362e-01,2.1421234015e+01,2.3869955990e+08,-3.2652149599e+02,2.0321247610e+08,1.2575362673e-07,4.9964247317e+07,5.0226753460e+09,-1.7836047185e+08,-2.0808102781e+08,5.0151926642e+09,2.5403670876e-01,1.8804122978e-01,-1.7080686715e-01,-3.9929592681e-04,1.9009823020e+08,2.5483590471e+08,1.5158904749e+08,1.9654600495e+08,1.4327296772e+02,1.3342638767e+02,1.2285553228e+02,1.0799656938e+01,3.1278984603e+00,4.0602136738e+01,3.5834930497e+02,3.2640503141e+00,2.4168158576e+06,1.5691330651e+00,1.1287322661e+06,-2.1370452407e+06,5.1461306507e+05,0.0000000000e+00
1.6672468631e+07,-4.5792361882e+07,2.3413026638e+08,8.0855356711e+06,-2.1407078257e+01,-6.8758785129e-02,-7.6418050455e-01,2.1420823960e+01,2.3870336807e+08,-3.2652141030e+02,2.0321252943e+08,1.2575357723e-07,4.9964266984e+07,5.0226763031e+09,-1.7836183348e+08,-2.0808132507e+08,5.0151935619e+09,2.5403649022e-01,1.8804121067e-01,-1.7080656328e-01,-3.9924299762e-04,1.9009830265e+08,2.5483592717e+08,1.5158913168e+08,1.9654606819e+08,1.4327771147e+02,1.3343215858e+02,1.2286232012e+02,1.0798641807e+01,3.1279105660e+00,4.0602312424e+01,3.5834952880e+02,3.2640492211e+00,2.4168141486e+06,1.5691330628e+00,1.1287331549e+06,-2.1370428385e+06,5.1461320011e+05,0.0000000000e+00
1.6673492462e+07,-4.5814278885e+07,2.3413019479e+08,8.0847532347e+06,-2.1406624815e+01,-7.1097805810e-02,-7.6426755009e-01,2.1420381550e+01,2.3870747683e+08,-3.2652131773e+02,2.0321258704e+08,1.2575352376e-07,4.9964288232e+07,5.0226773374e+09,-1.7836330216e+08,-2.0808164590e+08,5.0151945323e+09,2.5403625385e-01,1.8804118973e-01,-1.7080623492e-01,-3.9918590146e-04,1.9009838095e+08,2.5483595139e+08,1.5158922269e+08,1.9654613653e+08,1.4328283006e+02,1.3343838562e+02,1.2286964460e+02,1.0797546293e+01,3.1279236237e+00,4.0602501891e+01,3.5834977025e+02,3.2640480553e+00,2.4168123292e+06,1.5691330604e+00,1.1287341410e+06,-2.1370402601e+06,5.1461334601e+05,0.0000000000e+00
1.6674618232e+07,-4.5838377524e+07,2.3413011330e+08,8.0838927919e+06,-2.1406126007e+01,-7.3669581213e-02,-7.6436324567e-01,2.1419895168e+01,2.3871199411e+08,-3.2652121581e+02,2.0321265047e+08,1.2575346487e-07,4.9964311627e+07,5.0226784767e+09,-1.7836491631e+08,-2.0808199875e+08,5.0151956013e+09,2.5403599330e-01,1.8804116632e-01,-1.7080587332e-01,-3.9912314185e-04,1.9009846719e+08,2.5483597799e+08,1.5158932296e+08,1.9654621179e+08,1.4328845803e+02,1.3344523251e+02,1.2287769834e+02,1.0796341548e+01,3.1279379755e+00,4.0602710092e+01,3.5835003564e+02,3.2640467901e+00,2.4168103570e+06,1.5691330577e+00,1.1287352682e+06,-2.1370374343e+06,5.1461350665e+05,0.0000000000e+00
1.6675889398e+07,-4.5865587920e+07,2.3413001781e+08,8.0829210901e+06,-2.1405562500e+01,-7.6573347155e-02,-7.6447127966e-01,2.1419346062e+01,2.3871709408e+08,-3.2652110055e+02,2.0321272221e+08,1.2575339829e-07,4.9964338082e+07,5.0226797656e+09,-1.7836673800e+08,-2.0808239726e+08,5.0151968108e+09,2.5403569827e-01,1.8804113939e-01,-1.7080546434e-01,-3.9905230403e-04,1.9009856475e+08,2.5483600799e+08,1.5158943642e+08,1.9654629692e+08,1.4329481259e+02,1.3345296354e+02,1.2288679227e+02,1.0794981009e+01,3.1279541732e+00,4.0602945018e+01,3.5835033518e+02,3.2640453902e+00,2.4168081674e+06,1.5691330548e+00,1.1287366699e+06,-2.1370342178e+06,5.1461368830e+05,0.0000000000e+00
1.6677125624e+07,-4.5892049695e+07,2.3412992140e+08,8.0819759659e+06,-2.1405014201e+01,-7.9397129970e-02,-7.6457632263e-01,2.1418812147e+01,2.3872205314e+08,-3.2652098829e+02,2.0321279207e+08,1.2575333344e-07,4.9964363849e+07,5.0226810215e+09,-1.7836850863e+08,-2.0808278492e+08,5.0151979895e+09,2.5403541051e-01,1.8804111271e-01,-1.7080506590e-01,-3.9898344181e-04,1.9009865982e+08,2.5483603713e+08,1.5158954702e+08,1.9654637985e+08,1.4330099218e+02,1.3346048188e+02,1.2289563624e+02,1.0793657670e+01,3.1279699177e+00,4.0603173315e+01,3.5835062636e+02,3.2640440224e+00,2.4168060694e+06,1.5691330519e+00,1.1287378486e+06,-2.1370312226e+06,5.1461386523e+05,0.0000000000e+00
1.6678603791e+07,-4.5923689392e+07,2.3412980154e+08,8.0808457017e+06,-2.1404358233e+01,-8.2773336825e-02,-7.6470189560e-01,2.1418173866e+01,2.3872798178e+08,-3.2652085383e+02,2.0321287575e+08,1.2575325577e-07,4.9964394710e+07,5.0226825264e+09,-1.7837062449e+08,-2.0808324855e+08,5.0151994021e+09,2.5403506536e-01,1.8804108017e-01,-1.7080458858e-01,-3.9890114030e-04,1.9009877374e+08,2.5483607192e+08,1.5158967958e+08,1.9654647920e+08,1.4330838077e+02,1.3346947140e+02,1.2290621107e+02,1.0792075082e+01,3.1279887330e+00,4.0603446068e+01,3.5835097436e+02,3.2640424157e+00,2.4168036097e+06,1.5691330486e+00,1.1287393582e+06,-2.1370276435e+06,5.1461407713e+05,0.0000000000e+00
